园区,企业名称,曾用名,统一信用代码,注册号,法定代表人,企业类型,成立日期,注册资本,联系电话,公司网站,注册地址,经营范围,所属行业,股东信息,成员信息
,北京****地科技有限公司,,91110108MA003L****,11010802069****,张****,有限责任公司(自然人投资或控股),2016/2/17,"2,000(万元)",010-8236****,www.gagogroup.com,北京市海淀区北四环西路67号6层609室,技术开发、技术推广、技术转让、技术咨询、技术服务；销售食用农产品、计算机、软件及辅助设备、自行开发后的产品；计算机系统服务；基础软件服务；应用软件服务；软件开发；软件咨询；企业管理咨询；经济贸易咨询；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；货物进出口、技术进出口、代理进出口；设计、制作、代理、发布广告；市场调查；经济贸易咨询；工程和技术研究与试验发展；农业科学研究与试验发展；气象服务；测绘服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，软件开发,张****（认缴额：301.09万元，实缴额：--，股东类型：自然人股东）李****（认缴额：12万元，实缴额：12万元，股东类型：自然人股东）经****（认缴额：--，实缴额：--，股东类型：法人股东）天****（认缴额：--，实缴额：--，股东类型：法人股东）陈****（认缴额：132.98万元，实缴额：132.98万元，股东类型：自然人股东）杭****（认缴额：5.58万元，实缴额：5.58万元，股东类型：法人股东）,张****（经理）张****（监事）张****（董事长）左****（董事）弗****（董事）顾****（董事）张****（董事）卜****（董事）靳****（董事）
,,,,,,,,,,,,,,,
中央企业创新创业中心,,,,,,,,,,,,,,,
,中钢****发有限公司,,91110000710934****,10000000004****,连****,有限责任公司(法人独资),2007/2/14,54067万元,010-6268****,,北京市海淀区海淀大街8号22层,"资源开发投资、咨询;矿业技术服务及咨询;人员管理;铁矿、钼矿、矾矿、镍矿、锰矿、铬矿、萤石产品销售;铁矿、钼矿、矾矿、镍矿、锰矿、铬矿、萤石产品加工(仅限外埠分支机构经营);矿用设备及相关材料的销售。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",有色金属矿采选业，能源矿产地质勘查,"中****（认缴额：54,067万元，实缴额：--，股东类型：企业法人）","王****（监事）罗****（监事）连****（经理,执行董事）"
,北京****记餐饮管理有限公司,,91110108MA01BY****,11010802527****,王****,有限责任公司(自然人投资或控股),2018/5/7,30(万元),1731014****,,北京市海淀区中关村大街15-10号F1层BF1-08,餐饮管理；餐饮服务；销售食品。（企业依法自主选择经营项目，开展经营活动；销售食品、餐饮服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,小吃服务，正餐服务,郑****（认缴额：5万元，实缴额：--，股东类型：自然人股东）王****（认缴额：5万元，实缴额：--，股东类型：自然人股东）,王****（执行董事）郑****（监事）王****（经理）
,中钢****展有限公司,,91110000710933****,10000000003****,王****,有限责任公司(法人独资),2005/6/16,"5,000(万元)",6268****,http://tech.sinosteel.com/,北京市海淀区海淀大街8号,金属材料、非金属材料、金属矿、石英矿、稀土及其相关产品的生产、销售、技术开发、技术转让及咨询服务；机电工程、安全环保工程、节能工程的承包、技术开发及服务；进出口业务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,工程和技术研究和试验发展，研究和试验发展,中****（持股比例：--，认缴出资额：0，股东类型：企业法人）,姜****（监事）王****（执行董事）
,北京****儿餐饮管理有限公司,,91110108MA01BP****,,李****,有限责任公司(自然人独资),2018/4/25,30万元,1370111****,,北京市海淀区西三环北路100号1层1-2地上一层F1-08,"销售食品;餐饮服务;餐饮管理。(企业依法自主选择经营项目,开展经营活动;销售食品、餐饮服务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",小吃服务，正餐服务,汪****（认缴额：30万元，实缴额：--，股东类型：自然人股东）李****（认缴额：30万元，实缴额：--，股东类型：自然人股东）,"窦****（监事）李****（经理,执行董事）张****（监事）"
,北京****宝餐饮有限公司,,91110108MA01BK****,11010802517****,李****,有限责任公司(法人独资),2018/4/20,3(万元),6524****,,北京市海淀区中关村大街15-10号F1层BF1-55号,餐饮服务；（企业依法自主选择经营项目，开展经营活动；餐饮服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,正餐服务，小吃服务,北****（认缴额：3万元，实缴额：--，股东类型：合伙企业）,李****（经理）张****（监事）李****（执行董事）
,北京****阁餐饮管理有限责任公司,北京江南赋大酒家有限公司； 北京云海祥阁餐饮管理有限责任公司,91110101672365****,11010801081****,陈****,有限责任公司(自然人投资或控股的法人独资),2008/2/20,300(万元),010-6522****,,北京市东城区崇文门内大街2号内蒙古大厦4层,餐饮管理；企业管理服务；销售食品；餐饮服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,小吃服务，快餐服务,北****（持股比例：100.00%，认缴出资额：300万元，股东类型：企业法人）,陈****（执行董事）陈****（总经理）程****（监事）
,北京****餐饮管理有限公司海淀大街分公司,,91110108MA01BN****,11010802520****,张****,有限责任公司分公司(自然人投资或控股),2018/4/25,,1871007****,,北京市海淀区中关村大街15-10号F1层BF1-52,餐饮管理；技术服务、技术开发、技术咨询、技术转让、技术推广；销售食品；餐饮服务。（企业依法自主选择经营项目，开展经营活动；销售食品、餐饮服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,农业技术推广服务，科技中介服务,,张****（负责人）
,北京****店有限责任公司海淀中关村大街店,,91110108MA019Y****,11010802473****,毛****,有限责任公司分公司(法人独资),2018/1/19,,1521010****,,北京市海淀区中关村大街15-10号F1 BF1-02、F2 BF2-02,"出版物零售;销售食品;餐饮服务;销售文化用品、日用品、服装、工艺品、电子产品、计算机、软件及辅助设备、家用电器、玩具、化妆品、鞋帽、体育用品、机械设备、珠宝首饰、照相器材;经济贸易咨询;设计、制作、代理、发布广告;组织文化艺术交流活动(不含营业性演出);组织、筹备、策划大型庆典;承办展览展示活动;会议服务;出租商业用房。(企业依法自主选择经营项目,开展经营活动;出版物零售、销售食品、餐饮服务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",其他未列明商务服务业，其他文化艺术业,,毛****（负责人）
,北京****蜂业有限公司海淀第二销售分公司,,91110108MA00CC****,11010801363****,王****,其他有限责任公司分公司,2011/3/3,,1381028****,,北京市海淀区中关村大街15号地下二层ZGC—A05号,零售预包装食品；销售日用品、化妆品。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),食品、饮料及烟草制品批发，超级市场零售,,王****（负责人）
